@TYPE	VH+VL	VH	VL	CD20
@	R228E	R228E	R228E	R228E
16,7200012	0,1586681	0,1366424	0,1147024	0,1486591
16,7600002	0,1522763	0,1234196	0,1109513	0,145989
16,8000011	0,1378827	0,1157751	0,0997191	0,1530556
16,8400002	0,1553281	0,1214798	0,1127339	0,1417246
16,8800011	0,1548264	0,1269511	0,1055575	0,1414948
16,9200001	0,1651434	0,1491188	0,1037853	0,1572613
16,960001	0,1714821	0,1528734	0,102839	0,1646167
17	0,1428344	0,128332	0,1036075	0,1678648
17,0400009	0,1603999	0,1256249	0,1095243	0,1386116
17,0799999	0,1489084	0,1301101	0,1259502	0,1498082
17,1200008	0,157408	0,136191	0,1203817	0,1640622
17,1600018	0,1468061	0,1196797	0,1183467	0,146408
17,2000008	0,1468803	0,1280516	0,1164297	0,1342893
17,2400017	0,148468	0,1359502	0,1012156	0,1405457
17,2800007	0,1507504	0,1402385	0,1133806	0,1407587
17,3200016	0,1530482	0,134508	0,1152087	0,1176209
17,3600006	0,1328528	0,123905	0,1084789	0,129412
17,4000015	0,1492523	0,1396751	0,1029224	0,1467579
17,4400005	0,1357207	0,1462745	0,0930528	0,1349947
17,4800014	0,1290024	0,1233373	0,1095726	0,1251094
17,5200005	0,1390886	0,1420967	0,100058	0,1281592
17,5600014	0,1416062	0,1303053	0,1071385	0,1285766
17,6000004	0,1395126	0,1288758	0,1217685	0,1239265
17,6400013	0,1447737	0,1271854	0,1052141	0,1438354
17,6800003	0,1406375	0,115704	0,1099204	0,1427915
17,7200012	0,1465575	0,1233469	0,1056448	0,1529543
17,7600002	0,1491763	0,1307006	0,1015032	0,1405802
17,8000011	0,1337598	0,1328882	0,1098375	0,147605
17,8400002	0,1416822	0,127853	0,1219725	0,1578393
17,8800011	0,1579172	0,1198199	0,108317	0,1443899
17,9200001	0,1474008	0,1276181	0,1125004	0,1343953
17,960001	0,1260995	0,1214219	0,0954191	0,1314255
18	0,1438825	0,1209117	0,1085183	0,1383332
18,0400009	0,1473783	0,1385592	0,1013089	0,1161599
18,0799999	0,1603849	0,1314663	0,1253176	0,129507
18,1200008	0,1614358	0,1371962	0,112981	0,1377023
18,1600018	0,1513502	0,1178389	0,1018543	0,1348828
18,2000008	0,1471985	0,1266152	0,0974991	0,1391405
18,2400017	0,1480276	0,1379443	0,1165256	0,1160754
18,2800007	0,1620051	0,1520748	0,1279136	0,1287172
18,3200016	0,1567329	0,1351612	0,1013916	0,1152788
18,3600006	0,1568421	0,1339353	0,1064375	0,1344845
