@TYPE	VH+VL	VH	VL	CD20
@	Y107A	Y107A	Y107A	Y107A
17,8800011	0,1445138	0,1404113	0,1051628	0,1252963
17,9200001	0,1230158	0,1302624	0,1004236	0,1230755
17,960001	0,1277864	0,1314319	0,1046104	0,1191971
18	0,1376291	0,1386749	0,1094409	0,1097963
18,0400009	0,1231628	0,1295731	0,1002712	0,1097729
18,0799999	0,1335459	0,130576	0,1111254	0,1161485
18,1200008	0,1168206	0,1214895	0,0962376	0,1167105
18,1600018	0,1303839	0,1238781	0,107012	0,132221
18,2000008	0,1193857	0,1210421	0,0967679	0,1184031
18,2400017	0,1194565	0,1217616	0,0973778	0,1218237
18,2800007	0,1304047	0,1414573	0,0885431	0,133107
18,3200016	0,124704	0,1292674	0,0948827	0,1422781
18,3600006	0,1293487	0,1288988	0,1076711	0,1035275
18,4000015	0,1242092	0,1248905	0,1020793	0,1085268
18,4400005	0,1264595	0,1350395	0,1036677	0,10461
18,4800014	0,1184669	0,1247504	0,0931037	0,1020313
18,5200005	0,13163	0,1318494	0,103474	0,1046351
18,5600014	0,1357917	0,1355765	0,0912876	0,1074952
18,6000004	0,1151425	0,1262794	0,0814756	0,098282
18,6400013	0,1311829	0,1415402	0,0975583	0,0979953
