@TYPE	VH+VL	VH	VL	CD20
@	Y169A	Y169A	Y169A	Y169A
15,6000004	0,1492289	0,1189085	0,1579173	0,1645506
15,6400003	0,1602148	0,1260528	0,1642651	0,172557
15,6800003	0,1534701	0,1210503	0,1644605	0,1684144
15,7200012	0,1485184	0,1069019	0,1453251	0,172462
15,7600012	0,151199	0,1255972	0,1518812	0,1650449
15,8000011	0,1608572	0,1100436	0,1696099	0,1584527
15,8400011	0,164428	0,1322946	0,1632399	0,158477
15,8800011	0,163122	0,1265124	0,1577607	0,1598167
15,920001	0,1682043	0,1355033	0,1581257	0,1810673
15,960001	0,1646292	0,1354991	0,1502687	0,1567809
16	0,1581352	0,121814	0,1630955	0,1613761
16,0400009	0,1516808	0,1155111	0,1727985	0,1562304
16,0799999	0,1764285	0,1190226	0,1827851	0,1363458
16,1200008	0,1684722	0,1113699	0,1751206	0,1648621
16,1599998	0,1682293	0,1286253	0,1669724	0,1582362
16,2000008	0,1518022	0,119872	0,1446559	0,1484329
16,2400017	0,1399442	0,1026334	0,1551054	0,1620729
16,2800007	0,1486509	0,1165473	0,1460542	0,1396039
16,3200016	0,144345	0,1174623	0,1373306	0,1343076
16,3600006	0,1376427	0,1162322	0,1416272	0,135998
16,4000015	0,1272625	0,1230919	0,1219043	0,1504915
16,4400005	0,123612	0,0916232	0,1277172	0,1488214
16,4800014	0,1196654	0,0966147	0,131744	0,1618829
16,5200005	0,1477945	0,1063851	0,13209	0,1427038
16,5600014	0,1513027	0,1196084	0,1269051	0,143637
16,6000004	0,1283486	0,1205837	0,116044	0,1505151
16,6400013	0,131147	0,1205309	0,1263659	0,1560655
16,6800003	0,1295838	0,1196389	0,118299	0,1328031
16,7200012	0,1273851	0,1234934	0,114772	0,1441966
16,7600002	0,1270236	0,1177462	0,1219614	0,1362544
16,8000011	0,1285804	0,1188929	0,1109248	0,1405239
16,8400002	0,1227232	0,1047791	0,1196692	0,1373957
16,8800011	0,1264082	0,10015	0,1217766	0,1384702
16,9200001	0,1318051	0,1039934	0,1260936	0,1416571
16,960001	0,1330197	0,1074303	0,1361854	0,143794
17	0,1372483	0,1235163	0,1266636	0,1474839
17,0400009	0,1366583	0,1062298	0,1306399	0,1459033
17,0799999	0,1231448	0,1137019	0,1194916	0,1355176
17,1200008	0,156825	0,1182584	0,1361664	0,1333835
17,1600018	0,1554589	0,1186682	0,1209426	0,1457852
17,2000008	0,1575354	0,1163061	0,1276825	0,135734
17,2400017	0,156964	0,1409514	0,1258016	0,1427966
17,2800007	0,1658618	0,127214	0,1452593	0,1398267
17,3200016	0,1613395	0,1270852	0,1354317	0,1418422
17,3600006	0,1685143	0,1350795	0,1361768	0,1460427
17,4000015	0,1661009	0,1437518	0,1468478	0,1352616
17,4400005	0,1849125	0,1499295	0,1294308	0,1342911
17,4800014	0,1744176	0,1276307	0,1429957	0,1626242
17,5200005	0,1724939	0,1341303	0,1421613	0,1421978
17,5600014	0,1857448	0,132912	0,151157	0,1370108
17,6000004	0,1798821	0,1442402	0,1414629	0,1295102
17,6400013	0,2018239	0,1290456	0,1603497	0,1315256
17,6800003	0,1737709	0,1242021	0,1402353	0,1365676
17,7200012	0,1952831	0,1322249	0,1429425	0,151306
17,7600002	0,1701839	0,1310566	0,1307278	0,1357152
17,8000011	0,1776188	0,1500287	0,15933	0,1333267
17,8400002	0,148958	0,1223464	0,1359126	0,120935
17,8800011	0,1715915	0,1296686	0,144088	0,1167972
17,9200001	0,1623388	0,1195682	0,1465849	0,1223023
17,960001	0,1788901	0,1234006	0,142416	0,1242328
18	0,1567511	0,12903	0,1475219	0,1411308
18,0400009	0,1545217	0,1149671	0,142123	0,1357609
18,0799999	0,1459073	0,1114137	0,1492023	0,139231
18,1200008	0,1217456	0,0950859	0,13289	0,153951
18,1600018	0,1497862	0,1157541	0,139668	0,1578282
18,2000008	0,149489	0,1007354	0,1534479	0,1435769
18,2400017	0,1577509	0,105546	0,148863	0,1385793
18,2800007	0,1494778	0,1046846	0,1492857	0,146718
18,3200016	0,1356169	0,0826588	0,1405423	0,139254
18,3600006	0,1444099	0,114626	0,1424296	0,1372968
18,4000015	0,1445256	0,1210157	0,1490102	0,1275238
18,4400005	0,1511031	0,1143616	0,1366674	0,1322466
18,4800014	0,152844	0,1181323	0,1441788	0,1449103
18,5200005	0,1456037	0,1018045	0,1347956	0,1464226
18,5600014	0,1350926	0,1118686	0,1385109	0,1460377
18,6000004	0,1508301	0,1143014	0,1486152	0,1311141
18,6400013	0,1506282	0,1012283	0,1592461	0,1347104
18,6800003	0,1505037	0,1012203	0,1493721	0,1286811
18,7200012	0,1645304	0,1175459	0,1514701	0,1373569
